product_id,product_title,rating,total_reviews,price,top_reviews
itmb07d67f995271,"Apple iPhone 16 (Black, 128 GB)",4.6,"5,583","₹69,900","5 Wonderful Love the quality of pics it takes READ MORE RUPAM  Ghosh Certified Buyer , Chakapara 1 month ago 20 1 Permalink Report Abuse || 5 Fabulous! Nice ones READ MORE Raj  Vishwakarma Certified Buyer , Konkan Division 1 month ago 73 13 Permalink Report Abuse"
